"group_id","category","field","raw_value","normalized_raw_value","current_normalized_value","occurrence_count","candidate_canonical_value","candidate_rationale","candidate_confidence","ambiguity","approval_status","accepted_mapping","source_references"
"8138DA38A1D8619E47EC82975929C7FD5F89C8EDBCFE0E100D3FF7070C9B97D6","INGREDIENT_CATALOG_AMBIGUOUS","Tên hàng","Xương mềm ( nhiều thịt)","Xương mềm ( nhiều thịt)","Xương mềm ( nhiều thịt)","1","","The normalized ingredient does not resolve to exactly one active catalog record; canonical ingredient review is required.","none","True","pending","","12.TS Dì Tài:1005"
"88CA611C6E132E8BF637F137E22DAD53E15F5BA84F5F6A2F18F2506043936EA3","INGREDIENT_CATALOG_AMBIGUOUS","Tên hàng","Xương mềm ( nhiều thịt)- 140 cục","Xương mềm ( nhiều thịt)- 140 cục","Xương mềm ( nhiều thịt)- 140 cục","1","","The normalized ingredient does not resolve to exactly one active catalog record; canonical ingredient review is required.","none","True","pending","","12.TS Dì Tài:1146"
"63BE34533E3B5906BFC6DE64DDF4F9C9AFCC7C193A11DC5B6E0B1154720E1A1F","INGREDIENT_CATALOG_AMBIGUOUS","Tên hàng","Xương mềm ( nhiều thịt)- 62cục","Xương mềm ( nhiều thịt)- 62cục","Xương mềm ( nhiều thịt)- 62cục","1","","The normalized ingredient does not resolve to exactly one active catalog record; canonical ingredient review is required.","none","True","pending","","12.TS Dì Tài:1116"
"060ED1C842BF7640A667B423506514CC282A4DCED102D8201FF7445B674D743B","INGREDIENT_CATALOG_AMBIGUOUS","Tên hàng","Xương mềm ( nhiều thịt)~88 lát","Xương mềm ( nhiều thịt)~88 lát","Xương mềm ( nhiều thịt)~88 lát","1","","The normalized ingredient does not resolve to exactly one active catalog record; canonical ingredient review is required.","none","True","pending","","12.TS Dì Tài:1030"
"2952E8544ABC31CF659EAF29A00840111142D556A1380A9B7EC519D33ABD5910","INGREDIENT_CATALOG_AMBIGUOUS","Tên hàng","Xương mềm, xươg đuôi","Xương mềm, xươg đuôi","Xương mềm, xươg đuôi","1","","The normalized ingredient does not resolve to exactly one active catalog record; canonical ingredient review is required.","none","True","pending","","12.TS Dì Tài:941"
"B8390EB58F5B20732700A4529CD28225D3A5C498F5CFDFF2FA1C9DB1C0322C45","INGREDIENT_MISSING","Ingredient","","",,"23","","The source ingredient cell is blank; no ingredient is inferred.","none","True","pending","","1.Rau:11700; 18. Tôm:152; 18. Tôm:174; 2.G.Vi:47654; 20.SC Lif:19; 20.SC Lif:20; 21.TH.Thái:507; 31.HỒNG DUY FOOD:9; 31.HỒNG DUY FOOD:10; 31.HỒNG DUY FOOD:11; 31.HỒNG DUY FOOD:12; 31.HỒNG DUY FOOD:13; 31.HỒNG DUY FOOD:14; 31.HỒNG DUY FOOD:15; 31.HỒNG DUY FOOD:16; 31.HỒNG DUY FOOD:17; 31.HỒNG DUY FOOD:18; 31.HỒNG DUY FOOD:19; 31.HỒNG DUY FOOD:20; 31.HỒNG DUY FOOD:21; 8.ĐL THÚY:32; 8.ĐL THÚY:33; 8.ĐL THÚY:34"
"64243A8F941B82246EE0073B644DAA65DEAB962874C5750A03D87D3BF8E68D17","INGREDIENT_SUPPLIER_AMBIGUOUS","Ingredient","Cá nục bông 200 - 400","Cá nục bông 200 - 400","Cá nục bông 200 - 400","1","","The ingredient appears to contain supplier text without an approved split mapping; no split is inferred.","none","True","pending","","11.ĐL TT:89"
"FB08A29BED4BDDE3F54ADB85360505E5AC5C095D8FE05AAF2CD87BACD6B28C80","INGREDIENT_SUPPLIER_AMBIGUOUS","Ingredient","Giò heo búp chặt sẵn (ko móng) - ~199lát/30kg","Giò heo búp chặt sẵn (ko móng) - ~199lát/30kg","Giò heo búp chặt sẵn (ko móng) - ~199lát/30kg","1","","The ingredient appears to contain supplier text without an approved split mapping; no split is inferred.","none","True","pending","","12.TS Dì Tài:1110"
"4BDC239740F8311FC772536E461978D78B9C106B3C33BFE7189319BAFB05C992","INGREDIENT_SUPPLIER_AMBIGUOUS","Ingredient","Giò heo búp chặt sẵn (ko móng) - ~54lát/8kg","Giò heo búp chặt sẵn (ko móng) - ~54lát/8kg","Giò heo búp chặt sẵn (ko móng) - ~54lát/8kg","1","","The ingredient appears to contain supplier text without an approved split mapping; no split is inferred.","none","True","pending","","12.TS Dì Tài:1085"
"86D1744CF9BD430CCA7EDA43114DD3C565DA173442C4ACD580BDABAB1426334F","INGREDIENT_SUPPLIER_AMBIGUOUS","Ingredient","Xương heo ( lựa nhiều thịt) - chặt ~212 lát/31,5kg","Xương heo ( lựa nhiều thịt) - chặt ~212 lát/31,5kg","Xương heo ( lựa nhiều thịt) - chặt ~212 lát/31,5kg","1","","The ingredient appears to contain supplier text without an approved split mapping; no split is inferred.","none","True","pending","","12.TS Dì Tài:1193"
"9BED26A3F11EC376D4A4EECFE5DF1C3C4E9109C7EE453BBF90067455306DC78C","UNIT_AMBIGUOUS","Unit","canh","canh","canh","3","","The policy explicitly marks this unit token ambiguous; an accepted unit must be supplied by review.","none","True","pending","","2.G.Vi:189; 2.G.Vi:194; 2.G.Vi:285"
"F1E82A1B1AAFB43BF5034B26C7FE992C6BBC5EA310D9E4B57B95C90C5F736659","UNIT_AMBIGUOUS","Unit","kh","kh","kh","1","","The policy explicitly marks this unit token ambiguous; an accepted unit must be supplied by review.","none","True","pending","","9.Chay:115"
"07FDC5FEAC959F6A8F35E5EAED87114451E90A4901F22F0CE0A4EA44558DCD74","UNIT_UNKNOWN","Unit","","","","68","","No allowed unit alias or package rule currently resolves this value; explicit unit/package review is required.","none","True","pending","","1.Rau:2038; 1.Rau:6804; 1.Rau:11700; 18. Tôm:152; 18. Tôm:174; 2.G.Vi:47654; 20.SC Lif:19; 20.SC Lif:20; 21.TH.Thái:5; 21.TH.Thái:7; 21.TH.Thái:9; 21.TH.Thái:10; 21.TH.Thái:17; 21.TH.Thái:28; 21.TH.Thái:35; 21.TH.Thái:55; 21.TH.Thái:78; 21.TH.Thái:79; 21.TH.Thái:95; 21.TH.Thái:118; 21.TH.Thái:126; 21.TH.Thái:146; 21.TH.Thái:172; 21.TH.Thái:178; 21.TH.Thái:180; 21.TH.Thái:245; 21.TH.Thái:274; 21.TH.Thái:277; 21.TH.Thái:283; 21.TH.Thái:322; 21.TH.Thái:325; 21.TH.Thái:328; 21.TH.Thái:330; 21.TH.Thái:333; 21.TH.Thái:340; 21.TH.Thái:341; 21.TH.Thái:342; 21.TH.Thái:347; 21.TH.Thái:369; 21.TH.Thái:409; 21.TH.Thái:441; 21.TH.Thái:507; 23. Vịt:8; 3.T.Hóa:100; 7.Tr.cây:30; 7.Tr.cây:60; 7.Tr.cây:71; 7.Tr.cây:76; 7.Tr.cây:97; 7.Tr.cây:111; 7.Tr.cây:130; 7.Tr.cây:142; 7.Tr.cây:158; 7.Tr.cây:170; 7.Tr.cây:186; 7.Tr.cây:201; 7.Tr.cây:250; 7.Tr.cây:306; 7.Tr.cây:309; 7.Tr.cây:319; 7.Tr.cây:327; 7.Tr.cây:338; 7.Tr.cây:362; 7.Tr.cây:407; 7.Tr.cây:428; 7.Tr.cây:439; 7.Tr.cây:454; 7.Tr.cây:468"
"F7045753A917890D4110CA6B72FBBAADA2B63A354BFBC390F3053766087C8AF4","UNIT_UNKNOWN","Unit","Bành","Bành","Bành","28","","No allowed unit alias or package rule currently resolves this value; explicit unit/package review is required.","none","True","pending","","2.G.Vi:176; 2.G.Vi:277; 2.G.Vi:366; 2.G.Vi:453; 2.G.Vi:503; 2.G.Vi:546; 2.G.Vi:571; 2.G.Vi:616; 2.G.Vi:633; 2.G.Vi:664; 2.G.Vi:703; 2.G.Vi:756; 2.G.Vi:792; 2.G.Vi:851; 2.G.Vi:895; 2.G.Vi:955; 2.G.Vi:1023; 2.G.Vi:1083; 22.Bao bì:4; 22.Bao bì:12; 22.Bao bì:17; 22.Bao bì:24; 22.Bao bì:40; 22.Bao bì:44; 22.Bao bì:47; 22.Bao bì:53; 22.Bao bì:55; 3.T.Hóa:9"
"8C91B5E9B07EA86E9D2109352FDB41008BCDBD4C4BDBE335E942A936A6913A61","UNIT_UNKNOWN","Unit","Bao","Bao","Bao","287","","No allowed unit alias or package rule currently resolves this value; explicit unit/package review is required.","none","True","pending","","2.G.Vi:21; 2.G.Vi:38; 2.G.Vi:59; 2.G.Vi:93; 2.G.Vi:110; 2.G.Vi:130; 2.G.Vi:146; 2.G.Vi:164; 2.G.Vi:184; 2.G.Vi:217; 2.G.Vi:236; 2.G.Vi:256; 2.G.Vi:278; 2.G.Vi:295; 2.G.Vi:319; 2.G.Vi:333; 2.G.Vi:358; 2.G.Vi:372; 2.G.Vi:394; 2.G.Vi:417; 2.G.Vi:439; 2.G.Vi:462; 2.G.Vi:485; 2.G.Vi:510; 2.G.Vi:521; 2.G.Vi:573; 2.G.Vi:604; 2.G.Vi:628; 2.G.Vi:645; 2.G.Vi:691; 2.G.Vi:710; 2.G.Vi:726; 2.G.Vi:755; 2.G.Vi:768; 2.G.Vi:782; 2.G.Vi:801; 2.G.Vi:826; 2.G.Vi:846; 2.G.Vi:861; 2.G.Vi:885; 2.G.Vi:902; 2.G.Vi:924; 2.G.Vi:945; 2.G.Vi:954; 2.G.Vi:961; 2.G.Vi:993; 2.G.Vi:1015; 2.G.Vi:1038; 2.G.Vi:1053; 2.G.Vi:1084; 21.TH.Thái:14; 21.TH.Thái:33; 21.TH.Thái:49; 21.TH.Thái:56; 21.TH.Thái:63; 21.TH.Thái:103; 21.TH.Thái:142; 21.TH.Thái:147; 21.TH.Thái:177; 21.TH.Thái:182; 21.TH.Thái:212; 21.TH.Thái:329; 21.TH.Thái:361; 21.TH.Thái:408; 21.TH.Thái:411; 21.TH.Thái:465; 21.TH.Thái:516; 21.TH.Thái:547; 21.TH.Thái:555; 21.TH.Thái:575; 21.TH.Thái:580; 21.TH.Thái:609; 21.TH.Thái:616; 21.TH.Thái:630; 21.TH.Thái:650; 21.TH.Thái:705; 21.TH.Thái:725; 21.TH.Thái:727; 27.ĐÁ YEJIN:5; 27.ĐÁ YEJIN:6; 27.ĐÁ YEJIN:7; 27.ĐÁ YEJIN:8; 27.ĐÁ YEJIN:9; 27.ĐÁ YEJIN:10; 27.ĐÁ YEJIN:11; 27.ĐÁ YEJIN:12; 27.ĐÁ YEJIN:13; 27.ĐÁ YEJIN:14; 27.ĐÁ YEJIN:15; 27.ĐÁ YEJIN:16; 27.ĐÁ YEJIN:17; 27.ĐÁ YEJIN:18; 27.ĐÁ YEJIN:19; 27.ĐÁ YEJIN:20; 27.ĐÁ YEJIN:21; 27.ĐÁ YEJIN:22; 27.ĐÁ YEJIN:23; 27.ĐÁ YEJIN:24; 27.ĐÁ YEJIN:25; 27.ĐÁ YEJIN:26; 27.ĐÁ YEJIN:27; 27.ĐÁ YEJIN:28; 27.ĐÁ YEJIN:29; 27.ĐÁ YEJIN:30; 27.ĐÁ YEJIN:31; 27.ĐÁ YEJIN:32; 27.ĐÁ YEJIN:33; 27.ĐÁ YEJIN:34; 27.ĐÁ YEJIN:35; 27.ĐÁ YEJIN:36; 27.ĐÁ YEJIN:37; 27.ĐÁ YEJIN:38; 27.ĐÁ YEJIN:39; 27.ĐÁ YEJIN:40; 27.ĐÁ YEJIN:41; 27.ĐÁ YEJIN:42; 27.ĐÁ YEJIN:43; 27.ĐÁ YEJIN:44; 27.ĐÁ YEJIN:45; 27.ĐÁ YEJIN:46; 27.ĐÁ YEJIN:47; 27.ĐÁ YEJIN:48; 27.ĐÁ YEJIN:49; 27.ĐÁ YEJIN:50; 27.ĐÁ YEJIN:51; 27.ĐÁ YEJIN:52; 27.ĐÁ YEJIN:53; 27.ĐÁ YEJIN:54; 27.ĐÁ YEJIN:55; 27.ĐÁ YEJIN:56; 27.ĐÁ YEJIN:57; 27.ĐÁ YEJIN:58; 27.ĐÁ YEJIN:59; 27.ĐÁ YEJIN:60; 27.ĐÁ YEJIN:61; 27.ĐÁ YEJIN:62; 27.ĐÁ YEJIN:63; 27.ĐÁ YEJIN:64; 27.ĐÁ YEJIN:65; 27.ĐÁ YEJIN:66; 27.ĐÁ YEJIN:67; 27.ĐÁ YEJIN:68; 27.ĐÁ YEJIN:69; 27.ĐÁ YEJIN:70; 27.ĐÁ YEJIN:71; 27.ĐÁ YEJIN:72; 27.ĐÁ YEJIN:73; 27.ĐÁ YEJIN:74; 27.ĐÁ YEJIN:75; 27.ĐÁ YEJIN:76; 27.ĐÁ YEJIN:77; 27.ĐÁ YEJIN:78; 27.ĐÁ YEJIN:79; 27.ĐÁ YEJIN:80; 27.ĐÁ YEJIN:81; 27.ĐÁ YEJIN:82; 27.ĐÁ YEJIN:83; 27.ĐÁ YEJIN:84; 27.ĐÁ YEJIN:85; 27.ĐÁ YEJIN:86; 27.ĐÁ YEJIN:87; 27.ĐÁ YEJIN:88; 27.ĐÁ YEJIN:89; 27.ĐÁ YEJIN:90; 27.ĐÁ YEJIN:91; 27.ĐÁ YEJIN:92; 27.ĐÁ YEJIN:93; 27.ĐÁ YEJIN:94; 27.ĐÁ YEJIN:95; 27.ĐÁ YEJIN:96; 27.ĐÁ YEJIN:97; 27.ĐÁ YEJIN:98; 27.ĐÁ YEJIN:99; 27.ĐÁ YEJIN:100; 27.ĐÁ YEJIN:101; 27.ĐÁ YEJIN:102; 27.ĐÁ YEJIN:103; 27.ĐÁ YEJIN:104; 27.ĐÁ YEJIN:105; 27.ĐÁ YEJIN:106; 27.ĐÁ YEJIN:107; 27.ĐÁ YEJIN:108; 27.ĐÁ YEJIN:109; 27.ĐÁ YEJIN:110; 27.ĐÁ YEJIN:111; 27.ĐÁ YEJIN:112; 27.ĐÁ YEJIN:113; 27.ĐÁ YEJIN:114; 27.ĐÁ YEJIN:115; 27.ĐÁ YEJIN:116; 27.ĐÁ YEJIN:117; 27.ĐÁ YEJIN:118; 27.ĐÁ YEJIN:119; 27.ĐÁ YEJIN:120; 27.ĐÁ YEJIN:121; 27.ĐÁ YEJIN:122; 27.ĐÁ YEJIN:123; 27.ĐÁ YEJIN:124; 27.ĐÁ YEJIN:125; 27.ĐÁ YEJIN:126; 27.ĐÁ YEJIN:127; 27.ĐÁ YEJIN:128; 27.ĐÁ YEJIN:129; 27.ĐÁ YEJIN:130; 27.ĐÁ YEJIN:131; 27.ĐÁ YEJIN:132; 27.ĐÁ YEJIN:133; 27.ĐÁ YEJIN:134; 27.ĐÁ YEJIN:135; 27.ĐÁ YEJIN:136; 27.ĐÁ YEJIN:137; 27.ĐÁ YEJIN:138; 27.ĐÁ YEJIN:139; 27.ĐÁ YEJIN:140; 27.ĐÁ YEJIN:141; 27.ĐÁ YEJIN:142; 27.ĐÁ YEJIN:143; 27.ĐÁ YEJIN:144; 27.ĐÁ YEJIN:145; 27.ĐÁ YEJIN:146; 27.ĐÁ YEJIN:147; 27.ĐÁ YEJIN:148; 27.ĐÁ YEJIN:149; 27.ĐÁ YEJIN:150; 27.ĐÁ YEJIN:151; 27.ĐÁ YEJIN:152; 27.ĐÁ YEJIN:153; 27.ĐÁ YEJIN:154; 27.ĐÁ YEJIN:155; 27.ĐÁ YEJIN:156; 27.ĐÁ YEJIN:157; 27.ĐÁ YEJIN:158; 27.ĐÁ YEJIN:159; 27.ĐÁ YEJIN:160; 27.ĐÁ YEJIN:161; 27.ĐÁ YEJIN:162; 27.ĐÁ YEJIN:163; 27.ĐÁ YEJIN:164; 27.ĐÁ YEJIN:165; 27.ĐÁ YEJIN:166; 27.ĐÁ YEJIN:167; 27.ĐÁ YEJIN:168; 27.ĐÁ YEJIN:169; 27.ĐÁ YEJIN:170; 27.ĐÁ YEJIN:171; 27.ĐÁ YEJIN:172; 27.ĐÁ YEJIN:173; 27.ĐÁ YEJIN:174; 27.ĐÁ YEJIN:175; 27.ĐÁ YEJIN:176; 27.ĐÁ YEJIN:177; 27.ĐÁ YEJIN:178; 27.ĐÁ YEJIN:179; 27.ĐÁ YEJIN:180; 27.ĐÁ YEJIN:181; 27.ĐÁ YEJIN:182; 27.ĐÁ YEJIN:183; 27.ĐÁ YEJIN:184; 27.ĐÁ YEJIN:185; 27.ĐÁ YEJIN:186; 27.ĐÁ YEJIN:187; 27.ĐÁ YEJIN:188; 27.ĐÁ YEJIN:189; 27.ĐÁ YEJIN:190; 27.ĐÁ YEJIN:191; 27.ĐÁ YEJIN:192; 27.ĐÁ YEJIN:193; 27.ĐÁ YEJIN:194; 27.ĐÁ YEJIN:195; 27.ĐÁ YEJIN:196; 27.ĐÁ YEJIN:197; 27.ĐÁ YEJIN:198; 27.ĐÁ YEJIN:199; 27.ĐÁ YEJIN:200; 27.ĐÁ YEJIN:201; 27.ĐÁ YEJIN:202; 27.ĐÁ YEJIN:203; 27.ĐÁ YEJIN:204; 27.ĐÁ YEJIN:205; 27.ĐÁ YEJIN:206; 27.ĐÁ YEJIN:207; 27.ĐÁ YEJIN:208; 27.ĐÁ YEJIN:209; 27.ĐÁ YEJIN:210; 27.ĐÁ YEJIN:211; 27.ĐÁ YEJIN:212; 27.ĐÁ YEJIN:213"
"C71646A7A810CBDC32F456A55B070829A3527D2CDD87D7D3FC8472A82D5DC949","UNIT_UNKNOWN","Unit","bì","bì","bì","12","","No allowed unit alias or package rule currently resolves this value; explicit unit/package review is required.","none","True","pending","","21.TH.Thái:113; 21.TH.Thái:117; 21.TH.Thái:122; 21.TH.Thái:124; 21.TH.Thái:150; 21.TH.Thái:166; 21.TH.Thái:186; 21.TH.Thái:194; 21.TH.Thái:224; 21.TH.Thái:225; 21.TH.Thái:235; 21.TH.Thái:327"
"E61463738BDA816CD4F7D1D0547AF7E30C525C9E1C5E49687CD9D10387A5E4A4","UNIT_UNKNOWN","Unit","Bịch (10 cái)","Bịch (10 cái)","Bịch (10 cái)","4","","No allowed unit alias or package rule currently resolves this value; explicit unit/package review is required.","none","True","pending","","3.T.Hóa:6; 3.T.Hóa:16; 3.T.Hóa:21; 3.T.Hóa:34"
"B26BC75AA5FA4D23858B480EDD5EBC4BD334FF2A40C2DAA24AC636E9956C2439","UNIT_UNKNOWN","Unit","bình","bình","bình","1","","No allowed unit alias or package rule currently resolves this value; explicit unit/package review is required.","none","True","pending","","21.TH.Thái:200"
"4B79BCCC0E49E97B19C81ACE895A95E2B539A4A6B0B9F84E6C317E4F7ED35E84","UNIT_UNKNOWN","Unit","bó","bó","bó","36","","No allowed unit alias or package rule currently resolves this value; explicit unit/package review is required.","none","True","pending","","1.Rau:3479; 1.Rau:3619; 1.Rau:3626; 1.Rau:3818; 1.Rau:4294; 1.Rau:6177; 1.Rau:6429; 1.Rau:6844; 1.Rau:7119; 1.Rau:7500; 1.Rau:8562; 1.Rau:8815; 1.Rau:9050; 1.Rau:9134; 1.Rau:9295; 1.Rau:9337; 1.Rau:9368; 1.Rau:10383; 1.Rau:10423; 1.Rau:10506; 1.Rau:10611; 1.Rau:10737; 1.Rau:10748; 1.Rau:10863; 1.Rau:10946; 1.Rau:10968; 1.Rau:11250; 1.Rau:11296; 1.Rau:11320; 1.Rau:11328; 1.Rau:11361; 1.Rau:11407; 1.Rau:11453; 1.Rau:11544; 1.Rau:11624; 21.TH.Thái:487"
"DA0A519BA9D419C18C013D021F2B3091DF35797CB3DDBE0AA9E829AF183EC70C","UNIT_UNKNOWN","Unit","bộ","bộ","bộ","20","","No allowed unit alias or package rule currently resolves this value; explicit unit/package review is required.","none","True","pending","","21.TH.Thái:145; 21.TH.Thái:216; 21.TH.Thái:218; 21.TH.Thái:366; 21.TH.Thái:406; 21.TH.Thái:436; 21.TH.Thái:482; 21.TH.Thái:483; 21.TH.Thái:508; 21.TH.Thái:553; 21.TH.Thái:585; 21.TH.Thái:591; 21.TH.Thái:631; 21.TH.Thái:667; 21.TH.Thái:711; 21.TH.Thái:718; 23. Vịt:52; 23. Vịt:70; 23. Vịt:91; 3.T.Hóa:63"
"0236A5F5688DC7669384AB1115B6EF11309EFDB18C9D6AE8F93289E720DB471E","UNIT_UNKNOWN","Unit","Can","Can","Can","92","","No allowed unit alias or package rule currently resolves this value; explicit unit/package review is required.","none","True","pending","","2.G.Vi:13; 2.G.Vi:30; 2.G.Vi:61; 2.G.Vi:67; 2.G.Vi:89; 2.G.Vi:90; 2.G.Vi:102; 2.G.Vi:125; 2.G.Vi:131; 2.G.Vi:132; 2.G.Vi:137; 2.G.Vi:153; 2.G.Vi:162; 2.G.Vi:169; 2.G.Vi:178; 2.G.Vi:209; 2.G.Vi:220; 2.G.Vi:221; 2.G.Vi:232; 2.G.Vi:248; 2.G.Vi:255; 2.G.Vi:282; 2.G.Vi:289; 2.G.Vi:296; 2.G.Vi:308; 2.G.Vi:309; 2.G.Vi:320; 2.G.Vi:326; 2.G.Vi:336; 2.G.Vi:340; 2.G.Vi:348; 2.G.Vi:352; 2.G.Vi:368; 2.G.Vi:371; 2.G.Vi:377; 2.G.Vi:397; 2.G.Vi:406; 2.G.Vi:410; 2.G.Vi:418; 2.G.Vi:435; 2.G.Vi:446; 2.G.Vi:448; 2.G.Vi:479; 2.G.Vi:483; 2.G.Vi:487; 2.G.Vi:506; 2.G.Vi:520; 2.G.Vi:527; 2.G.Vi:539; 2.G.Vi:549; 2.G.Vi:564; 2.G.Vi:589; 2.G.Vi:603; 2.G.Vi:612; 2.G.Vi:623; 2.G.Vi:634; 2.G.Vi:639; 2.G.Vi:660; 2.G.Vi:677; 2.G.Vi:686; 2.G.Vi:698; 2.G.Vi:724; 2.G.Vi:728; 2.G.Vi:760; 2.G.Vi:766; 2.G.Vi:778; 2.G.Vi:799; 2.G.Vi:802; 2.G.Vi:818; 2.G.Vi:838; 2.G.Vi:845; 2.G.Vi:865; 2.G.Vi:869; 2.G.Vi:880; 2.G.Vi:898; 2.G.Vi:901; 2.G.Vi:926; 2.G.Vi:936; 2.G.Vi:946; 2.G.Vi:971; 2.G.Vi:978; 2.G.Vi:979; 2.G.Vi:980; 2.G.Vi:1001; 2.G.Vi:1010; 2.G.Vi:1035; 2.G.Vi:1063; 2.G.Vi:1070; 2.G.Vi:1097; 21.TH.Thái:639; 3.T.Hóa:195; 3.T.Hóa:218"
"1BC4C8D13365D25CFF029C4416889CFB0DD0959B25FA3209C0C9878CC7888C86","UNIT_UNKNOWN","Unit","Cặp","Cặp","Cặp","4","","No allowed unit alias or package rule currently resolves this value; explicit unit/package review is required.","none","True","pending","","21.TH.Thái:19; 21.TH.Thái:111; 21.TH.Thái:337; 21.TH.Thái:627"
"D462DF036C87C3D5797F0554A8A234A54F9275897DEE07381F87BC8B3C6C9DE2","UNIT_UNKNOWN","Unit","Chiếc","Chiếc","Chiếc","1","","No allowed unit alias or package rule currently resolves this value; explicit unit/package review is required.","none","True","pending","","3.T.Hóa:86"
"1082D03DE7616D759228EB64443FA0ABD36E86B3DDABD43119F864370C88C65B","UNIT_UNKNOWN","Unit","con","con","con","2","","No allowed unit alias or package rule currently resolves this value; explicit unit/package review is required.","none","True","pending","","23. Vịt:99; 23. Vịt:100"
"96E2DD24BCC9324203147FF4E04578FADA547A918656E4B12313E9E8119E4FE4","UNIT_UNKNOWN","Unit","Cục","Cục","Cục","7","","No allowed unit alias or package rule currently resolves this value; explicit unit/package review is required.","none","True","pending","","1.Rau:1070; 1.Rau:2537; 1.Rau:2575; 1.Rau:3289; 1.Rau:9903; 21.TH.Thái:299; 21.TH.Thái:315"
"EEB2ED2EA7BF313011E781EA7DE5A368BAE8BFC053DF0D7CF2B50EFD01DD62DB","UNIT_UNKNOWN","Unit","đôi","đôi","đôi","10","","No allowed unit alias or package rule currently resolves this value; explicit unit/package review is required.","none","True","pending","","21.TH.Thái:542; 3.T.Hóa:38; 3.T.Hóa:39; 3.T.Hóa:103; 3.T.Hóa:120; 3.T.Hóa:130; 3.T.Hóa:149; 3.T.Hóa:192; 3.T.Hóa:245; 3.T.Hóa:402"
"C7B62486F3B99B13E5117BC6AEB038943A150FD9130C52E1F42AC7D847C25E97","UNIT_UNKNOWN","Unit","g","g","g","3","","No allowed unit alias or package rule currently resolves this value; explicit unit/package review is required.","none","True","pending","","1.Rau:7638; 1.Rau:8209; 1.Rau:8952"
"6A3611A4B09B74810E45945AA521D6B5A9B9D30080EAD5EC6C23A2E0506DA6FA","UNIT_UNKNOWN","Unit","k","k","k","2","","No allowed unit alias or package rule currently resolves this value; explicit unit/package review is required.","none","True","pending","","2.G.Vi:714; 2.G.Vi:763"
"A71D28D0C730F1F704DF7E3E4F07FFA40A09EE22FF739E7608B1FB6C3CB43C6D","UNIT_UNKNOWN","Unit","lát nhỏ","lát nhỏ","lát nhỏ","1","","No allowed unit alias or package rule currently resolves this value; explicit unit/package review is required.","none","True","pending","","9.Chay:791"
"0334742F232F5225F2FA6D9CD6EB5C1EA6843EC5695321E33DA09E3E3112CCCB","UNIT_UNKNOWN","Unit","Lẻ","Lẻ","Lẻ","1","","No allowed unit alias or package rule currently resolves this value; explicit unit/package review is required.","none","True","pending","","21.TH.Thái:22"
"D0D2B2DDB8B1B6E47320B526630343C7717A99F6AAFA2E5873E122D13E5E60EB","UNIT_UNKNOWN","Unit","Lít","Lít","Lít","1","","No allowed unit alias or package rule currently resolves this value; explicit unit/package review is required.","none","True","pending","","2.G.Vi:14"
"76AE8BCFC353C8D6BAEEE494674B176D27A682BACB7B6230A237FD056791CE1A","UNIT_UNKNOWN","Unit","Lon","Lon","Lon","8","","No allowed unit alias or package rule currently resolves this value; explicit unit/package review is required.","none","True","pending","","21.TH.Thái:36; 21.TH.Thái:43; 21.TH.Thái:449; 21.TH.Thái:524; 21.TH.Thái:564; 21.TH.Thái:665; 3.T.Hóa:124; 3.T.Hóa:256"
